claim_id,exact_sentence,manuscript_location,claim_type,status,raw_source,source_sha256,protocol_commit,analysis_script,analysis_script_sha256,command,analysis_unit,sample_size,estimate,interval_or_test,assumptions,limitations,prior_work_overlap,allowed_wording,forbidden_wording,machine_verified,human_verified,notes
AUTO-8dc6de8318dda8ec,"An explicitly post-acquisition, source-driven sensitivity that preserves all four stratum sizes had 2.5th and 97.5th percentiles [\StressFixedCompositionLowPct\%, \StressFixedCompositionHighPct\%].",Timed-search stress test,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-8f2db20b6f306174,Stage 2 records the scheduled host-language seed and the exact integer passed at the observable engine boundary.,"Stages 1--3: identity, boundary seed, and schedule",quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-8fbbf3ad0ee75673,The synthetic suite supports a stronger event-alignment statement only inside its logged ontology.,Interpretation and permitted claims,comparative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: comparative, procedural"
AUTO-927610143a9f3a3e,"Consequently, its Level~6 factorial output is descriptive; the protocol would require a separately declared sampling, assignment, or stochastic model before admitting paired population inference.",Pairing-assumption validation protocol,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-933d07d8d31bf0e5,The conformance suite contains designed counterexamples and cannot estimate how often these failure modes occur.,Limitations,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-946bd8b413cb155c,Opponents are grouped as deterministic or timed-search execution contexts.,Restricted game-agent case study,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-94f0b130ce10b094,This is a property of design records.,Schedule matching,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-9529117507163140,"A researcher may be able to hash a restricted simulator, call a seeded entry point, freeze an opponent schedule, and record public actions, yet remain unable to inspect the simulator's generator or assign stable identifiers to random events.",Introduction,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-9571422291239463,The engine's internal handling remains unobserved; the protocol never calls the boundary value an internally consumed seed.,"Stages 1--3: identity, boundary seed, and schedule",procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-964c5e4c6b0bafd8,Synthetic failure-detection and admission matrix.,Self-contained synthetic conformance suite — figure caption,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-96c3664be33974b2,"Separate executions can also encounter clock-bounded search, process-local state, or different queue histories.",Introduction,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-9803a1483cb8081f,"The practical recommendation is to identify exact artifacts and boundary seeds, audit row parity, repeat identical arms at trace-projection level across the contexts that matter, inspect stochastic sources, and suppress any claim whose required evidence is absent.",Conclusion,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, comparative, procedural"
AUTO-98b55ce634c42521,"Matching a recorded seed across two game-playing agents establishes a schedule field, but it does not establish repeatable execution or equal random quantities for the same semantic events after policy paths diverge.",Abstract,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, comparative"
AUTO-99444848eb1403f5,"In plain language, the equation counts seed conditions whose repeated recorded projections disagree.",Execution repeatability,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-996933fcd9592bb7,It did not exist at the protocol commit and cannot retroactively authorize a completed comparison; the frozen experiment-specific rules remain authoritative.,Executable admission map and formal properties,comparative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: comparative, procedural"
AUTO-999b1473fc9ffda7,"The synthetic conformance logic, processed summaries, source-data files, protocols, and generators are separated from restricted engine and game materials.",Artifact and rights boundary,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-99c9c3c1d6dcaab5,Schedule evidence can authorize only a matched-schedule description.,"Descriptive pairing, inferential pairing, and admission",procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-9a7916e0c70dd413,"Third, the prospective deterministic preflight established repeatability for its exact artifacts, trace projection, schedule, and execution contexts, while the timed-search stress test rejected exact parity on exercised seeds.",Interpretation and permitted claims,novelty,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: novelty, quantitative, procedural"
AUTO-9ac9c6b49a773b30,"The case study uses a seeded tournament-engine binary, four fixed policy packages, and third-party opponent packages that cannot be redistributed under the currently established rights.",Restricted game-agent case study,rights,VERIFIED_WITH_CAVEAT,paper/final_protocol/supplement/RIGHTS_AND_ACCESS_AUDIT.md;paper/final_protocol/data_availability.md,5c9d4233636e82489ff3a5c084afdad0feb163c163446c2488525606005e41f6;332be69b7770e1e62c14a3b68d69a7ea44a61682aa72ffc529e94c93acbf3d36,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: rights, novelty"
AUTO-9b2d6e80ab15e8e6,"P denotes pass, F fail, A admit, D downgrade, and a dash a blocked gate.",Self-contained synthetic conformance suite — figure caption,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-9d4bf565a5b523c7,"No role is inferred from Git history, and OpenAI Codex is not an author.",Author contributions,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-9da44a17d997c8ab,It fails closed: a later point estimate or test cannot repair a missing gate.,Introduction,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-9e8f14ef3d99223b,"Bars show descriptive empirical reweighting quantiles; all four execution profiles stay together within a cluster, while stratum results make the context heterogeneity visible.",Timed-search stress test — figure caption,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-9f713d8cc9f7eeb4,No reliable competing-interest statement is established in the repository.,Competing interests,novelty,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: novelty
